Location,time,Temperature,Humidity,Wind_Speed,Rain,Classes
Jharkhand_India,2022-01-01,20.4,78,8.5,0.0,0
Jharkhand_India,2022-01-02,21.1,80,8.7,0.0,0
Jharkhand_India,2022-01-03,22.0,80,9.7,0.0,0
Jharkhand_India,2022-01-04,22.7,76,8.5,0.0,0
Jharkhand_India,2022-01-05,23.8,68,9.7,0.0,0
Jharkhand_India,2022-01-06,25.0,64,9.4,0.0,0
Jharkhand_India,2022-01-07,24.2,64,8.5,0.0,0
Jharkhand_India,2022-01-08,26.2,68,10.8,0.0,0
Jharkhand_India,2022-01-09,26.8,71,13.3,0.0,0
Jharkhand_India,2022-01-10,24.0,84,7.6,0.1,0
Jharkhand_India,2022-01-11,21.3,85,10.5,5.8,0
Jharkhand_India,2022-01-12,18.8,90,8.2,0.8,0
Jharkhand_India,2022-01-13,21.4,79,9.6,0.0,0
Jharkhand_India,2022-01-14,20.2,81,9.5,2.2,0
Jharkhand_India,2022-01-15,20.4,86,11.3,6.5,0
Jharkhand_India,2022-01-16,20.2,80,10.4,0.0,0
Jharkhand_India,2022-01-17,20.5,79,8.6,0.0,0
Jharkhand_India,2022-01-18,20.3,78,9.8,0.0,0
Jharkhand_India,2022-01-19,20.3,76,10.7,0.0,0
Jharkhand_India,2022-01-20,21.4,69,9.7,0.0,0
Jharkhand_India,2022-01-21,21.4,73,6.9,0.2,0
Jharkhand_India,2022-01-22,24.8,69,10.9,0.0,0
Jharkhand_India,2022-01-23,20.2,88,10.9,8.9,0
Jharkhand_India,2022-01-24,21.3,86,9.5,0.6,0
Jharkhand_India,2022-01-25,19.1,83,11.8,0.0,0
Jharkhand_India,2022-01-26,19.5,71,11.8,1.4,0
Jharkhand_India,2022-01-27,18.5,66,14.8,0.0,0
Jharkhand_India,2022-01-28,18.1,70,15.7,0.0,0
Jharkhand_India,2022-01-29,19.8,62,14.5,0.0,0
Jharkhand_India,2022-01-30,22.4,56,15.5,0.0,0
Jharkhand_India,2022-01-31,24.1,58,14.0,0.0,0
Jharkhand_India,2022-02-01,23.8,57,19.0,0.0,0
Jharkhand_India,2022-02-02,25.8,53,13.4,0.0,0
Jharkhand_India,2022-02-03,26.5,64,13.6,0.0,0
Jharkhand_India,2022-02-04,23.5,77,15.1,34.8,0
Jharkhand_India,2022-02-05,20.7,60,24.7,0.0,0
Jharkhand_India,2022-02-06,21.8,65,13.4,0.0,0
Jharkhand_India,2022-02-07,23.8,59,15.1,0.0,0
Jharkhand_India,2022-02-08,25.0,55,10.7,0.0,0
Jharkhand_India,2022-02-09,27.9,60,11.4,0.0,0
Jharkhand_India,2022-02-10,24.8,75,18.4,5.7,0
Jharkhand_India,2022-02-11,21.8,64,16.4,0.0,0
Jharkhand_India,2022-02-12,22.4,53,15.8,0.0,0
Jharkhand_India,2022-02-13,23.3,53,10.3,0.0,0
Jharkhand_India,2022-02-14,24.6,51,10.0,0.0,0
Jharkhand_India,2022-02-15,25.9,49,14.9,0.0,0
Jharkhand_India,2022-02-16,26.3,54,17.7,0.0,0
Jharkhand_India,2022-02-17,26.4,51,15.9,0.0,0
Jharkhand_India,2022-02-18,27.1,40,21.4,0.0,0
Jharkhand_India,2022-02-19,28.0,37,27.5,0.0,1
Jharkhand_India,2022-02-20,25.6,46,22.5,0.1,0
Jharkhand_India,2022-02-21,26.9,40,20.7,0.0,0
Jharkhand_India,2022-02-22,27.3,42,11.8,0.0,0
Jharkhand_India,2022-02-23,30.6,48,16.8,0.0,0
Jharkhand_India,2022-02-24,30.4,47,19.8,2.2,0
Jharkhand_India,2022-02-25,29.3,56,20.3,0.3,0
Jharkhand_India,2022-02-26,29.0,52,12.8,0.0,0
Jharkhand_India,2022-02-27,30.7,61,19.2,0.8,0
Jharkhand_India,2022-02-28,28.5,62,17.2,0.1,0
Jharkhand_India,2022-03-01,28.2,64,11.3,0.3,0
Jharkhand_India,2022-03-02,30.0,57,12.5,0.0,0
Jharkhand_India,2022-03-03,30.3,48,14.3,0.0,0
Jharkhand_India,2022-03-04,31.1,43,17.4,0.0,0
Jharkhand_India,2022-03-05,30.4,44,19.5,0.0,0
Jharkhand_India,2022-03-06,29.8,48,8.3,0.0,0
Jharkhand_India,2022-03-07,30.5,47,8.7,0.0,0
Jharkhand_India,2022-03-08,31.7,43,12.1,0.0,0
Jharkhand_India,2022-03-09,31.3,40,13.2,0.0,0
Jharkhand_India,2022-03-10,31.5,38,15.2,0.0,1
Jharkhand_India,2022-03-11,31.7,41,18.1,0.0,1
Jharkhand_India,2022-03-12,31.2,40,18.2,0.0,0
Jharkhand_India,2022-03-13,32.0,41,13.7,0.0,0
Jharkhand_India,2022-03-14,33.3,40,10.6,0.0,0
Jharkhand_India,2022-03-15,34.3,44,11.9,0.0,0
Jharkhand_India,2022-03-16,34.8,40,13.4,0.0,0
Jharkhand_India,2022-03-17,35.2,41,15.8,0.0,0
Jharkhand_India,2022-03-18,36.5,40,15.9,0.0,0
Jharkhand_India,2022-03-19,36.8,36,13.7,0.0,1
Jharkhand_India,2022-03-20,36.2,35,10.8,0.0,0
Jharkhand_India,2022-03-21,36.6,37,16.1,0.0,1
Jharkhand_India,2022-03-22,36.5,33,22.7,0.0,1
Jharkhand_India,2022-03-23,35.4,30,17.1,0.0,1
Jharkhand_India,2022-03-24,36.5,25,22.5,0.0,1
Jharkhand_India,2022-03-25,36.7,29,22.8,0.0,1
Jharkhand_India,2022-03-26,36.4,29,24.1,0.0,1
Jharkhand_India,2022-03-27,35.2,23,21.8,0.0,1
Jharkhand_India,2022-03-28,36.4,21,23.4,0.0,1
Jharkhand_India,2022-03-29,37.6,22,19.1,0.0,1
Jharkhand_India,2022-03-30,38.2,29,21.7,0.0,1
Jharkhand_India,2022-03-31,39.0,35,20.1,0.0,1
Jharkhand_India,2022-04-01,39.3,29,14.4,0.0,1
Jharkhand_India,2022-04-02,39.0,38,19.2,0.0,1
Jharkhand_India,2022-04-03,38.4,45,19.3,0.0,1
Jharkhand_India,2022-04-04,39.7,22,20.7,0.0,1
Jharkhand_India,2022-04-05,39.4,23,18.8,0.0,1
Jharkhand_India,2022-04-06,38.9,19,20.1,0.0,1
Jharkhand_India,2022-04-07,38.9,23,21.4,0.0,1
Jharkhand_India,2022-04-08,39.6,21,22.0,0.0,1
Jharkhand_India,2022-04-09,40.3,20,21.0,0.0,1
Jharkhand_India,2022-04-10,40.9,18,23.7,0.0,1
Jharkhand_India,2022-04-11,40.6,24,20.8,0.0,1
Jharkhand_India,2022-04-12,40.7,39,19.3,0.0,1
Jharkhand_India,2022-04-13,41.5,34,19.9,0.0,1
Jharkhand_India,2022-04-14,40.1,28,19.5,0.0,1
Jharkhand_India,2022-04-15,40.4,21,27.7,0.0,1
Jharkhand_India,2022-04-16,40.3,19,19.4,0.0,1
Jharkhand_India,2022-04-17,40.3,18,21.7,0.0,1
Jharkhand_India,2022-04-18,41.3,18,20.2,0.0,1
Jharkhand_India,2022-04-19,41.8,23,22.7,0.0,1
Jharkhand_India,2022-04-20,41.6,33,20.5,0.0,1
Jharkhand_India,2022-04-21,39.3,56,14.6,0.0,1
Jharkhand_India,2022-04-22,36.7,44,21.1,1.7,0
Jharkhand_India,2022-04-23,39.3,25,19.7,0.0,1
Jharkhand_India,2022-04-24,39.4,21,22.1,0.0,1
Jharkhand_India,2022-04-25,39.8,19,18.1,0.0,1
Jharkhand_India,2022-04-26,40.8,20,18.6,0.0,1
Jharkhand_India,2022-04-27,40.7,20,20.7,0.0,1
Jharkhand_India,2022-04-28,41.7,23,18.4,0.0,1
Jharkhand_India,2022-04-29,41.9,33,23.4,0.0,1
Jharkhand_India,2022-04-30,40.5,37,24.7,0.0,1
Jharkhand_India,2022-05-01,38.8,58,24.7,0.2,1
Jharkhand_India,2022-05-02,37.4,50,15.8,0.0,0
Jharkhand_India,2022-05-03,38.7,61,17.0,4.9,0
Jharkhand_India,2022-05-04,39.3,62,20.3,0.1,1
Jharkhand_India,2022-05-05,36.5,61,16.1,0.8,0
Jharkhand_India,2022-05-06,37.4,47,21.1,0.0,1
Jharkhand_India,2022-05-07,37.8,47,15.9,0.0,0
Jharkhand_India,2022-05-08,38.1,44,20.2,0.0,1
Jharkhand_India,2022-05-09,35.9,59,17.6,2.0,0
Jharkhand_India,2022-05-10,33.4,66,15.8,1.7,0
Jharkhand_India,2022-05-11,36.4,69,24.7,15.9,0
Jharkhand_India,2022-05-12,37.2,62,20.6,0.6,0
Jharkhand_India,2022-05-13,39.0,48,25.3,0.0,1
Jharkhand_India,2022-05-14,41.8,40,25.5,0.0,1
Jharkhand_India,2022-05-15,40.8,47,29.5,0.1,0
Jharkhand_India,2022-05-16,41.8,38,27.5,0.0,1
Jharkhand_India,2022-05-17,38.2,48,20.2,0.3,1
Jharkhand_India,2022-05-18,40.8,42,18.7,0.0,1
Jharkhand_India,2022-05-19,39.2,41,20.4,0.0,1
Jharkhand_India,2022-05-20,41.0,39,17.9,0.0,1
Jharkhand_India,2022-05-21,41.0,37,26.3,0.0,1
Jharkhand_India,2022-05-22,38.2,45,17.0,0.0,0
Jharkhand_India,2022-05-23,37.2,53,20.6,0.0,0
Jharkhand_India,2022-05-24,35.0,63,15.2,5.3,0
Jharkhand_India,2022-05-25,33.8,61,15.8,0.0,0
Jharkhand_India,2022-05-26,35.4,57,16.4,0.0,0
Jharkhand_India,2022-05-27,35.9,51,21.9,0.2,0
Jharkhand_India,2022-05-28,34.7,50,18.7,0.6,0
Jharkhand_India,2022-05-29,36.8,58,17.4,0.0,0
Jharkhand_India,2022-05-30,37.6,50,18.6,0.0,0
Jharkhand_India,2022-05-31,38.4,53,21.1,0.1,1
Jharkhand_India,2022-06-01,38.1,50,11.9,0.1,0
Jharkhand_India,2022-06-02,38.9,44,20.1,0.0,1
Jharkhand_India,2022-06-03,41.3,40,20.9,0.0,1
Jharkhand_India,2022-06-04,40.6,37,21.4,0.0,1
Jharkhand_India,2022-06-05,41.1,35,19.9,0.0,1
Jharkhand_India,2022-06-06,41.4,36,16.2,0.0,1
Jharkhand_India,2022-06-07,41.0,40,17.9,0.0,1
Jharkhand_India,2022-06-08,42.0,41,19.4,0.0,0
Jharkhand_India,2022-06-09,41.2,41,18.4,0.0,0
Jharkhand_India,2022-06-10,41.3,43,21.1,0.0,1
Jharkhand_India,2022-06-11,41.6,37,24.3,0.0,1
Jharkhand_India,2022-06-12,40.4,35,21.4,0.0,1
Jharkhand_India,2022-06-13,38.9,38,22.5,0.2,1
Jharkhand_India,2022-06-14,39.4,47,23.0,1.4,0
Jharkhand_India,2022-06-15,35.8,58,24.2,7.2,0
Jharkhand_India,2022-06-16,32.1,68,19.0,12.8,0
Jharkhand_India,2022-06-17,31.8,75,18.1,19.9,0
Jharkhand_India,2022-06-18,32.7,81,19.3,27.9,0
Jharkhand_India,2022-06-19,31.0,78,28.2,11.0,0
Jharkhand_India,2022-06-20,31.5,77,16.8,16.8,0
Jharkhand_India,2022-06-21,31.8,77,12.5,4.2,0
Jharkhand_India,2022-06-22,30.7,84,10.3,10.1,0
Jharkhand_India,2022-06-23,32.4,82,11.3,12.8,0
Jharkhand_India,2022-06-24,32.2,81,14.3,3.0,0
Jharkhand_India,2022-06-25,31.0,83,14.6,2.5,0
Jharkhand_India,2022-06-26,30.6,79,15.3,5.2,0
Jharkhand_India,2022-06-27,34.1,69,13.4,0.2,0
Jharkhand_India,2022-06-28,34.5,75,14.9,3.9,0
Jharkhand_India,2022-06-29,31.7,81,14.7,14.7,0
Jharkhand_India,2022-06-30,30.8,84,8.7,4.2,0
Jharkhand_India,2022-07-01,32.8,85,12.3,14.9,0
Jharkhand_India,2022-07-02,32.3,84,8.9,13.3,0
Jharkhand_India,2022-07-03,31.3,87,14.9,5.9,0
Jharkhand_India,2022-07-04,31.8,82,14.9,0.6,0
Jharkhand_India,2022-07-05,32.4,80,16.6,1.2,0
Jharkhand_India,2022-07-06,31.0,87,23.1,16.4,0
Jharkhand_India,2022-07-07,31.5,81,17.5,2.2,0
Jharkhand_India,2022-07-08,32.4,80,19.7,1.5,0
Jharkhand_India,2022-07-09,31.3,80,21.3,1.5,0
Jharkhand_India,2022-07-10,31.2,83,22.6,2.6,1
Jharkhand_India,2022-07-11,31.7,81,21.6,2.4,0
Jharkhand_India,2022-07-12,31.4,86,22.7,4.9,0
Jharkhand_India,2022-07-13,31.1,85,24.5,6.0,1
Jharkhand_India,2022-07-14,29.2,88,26.6,8.6,0
Jharkhand_India,2022-07-15,29.2,87,22.7,13.7,0
Jharkhand_India,2022-07-16,31.3,85,23.7,5.1,0
Jharkhand_India,2022-07-17,30.9,86,24.2,4.8,0
Jharkhand_India,2022-07-18,32.3,81,16.7,3.0,0
Jharkhand_India,2022-07-19,33.3,72,17.4,1.2,0
Jharkhand_India,2022-07-20,32.3,78,15.3,6.3,0
Jharkhand_India,2022-07-21,31.6,86,16.4,8.2,0
Jharkhand_India,2022-07-22,30.6,87,18.1,7.7,0
Jharkhand_India,2022-07-23,30.5,86,19.0,3.3,0
Jharkhand_India,2022-07-24,29.3,84,17.0,13.0,0
Jharkhand_India,2022-07-25,30.6,84,17.1,6.3,0
Jharkhand_India,2022-07-26,30.5,81,12.5,3.1,0
Jharkhand_India,2022-07-27,32.3,80,10.1,2.1,0
Jharkhand_India,2022-07-28,31.6,83,17.3,5.6,0
Jharkhand_India,2022-07-29,31.4,86,12.2,23.6,0
Jharkhand_India,2022-07-30,32.3,84,12.5,4.2,0
Jharkhand_India,2022-07-31,32.0,84,16.1,4.3,0
Jharkhand_India,2022-08-01,31.6,81,12.5,5.9,0
Jharkhand_India,2022-08-02,31.5,83,12.7,1.7,0
Jharkhand_India,2022-08-03,31.7,85,14.1,4.9,0
Jharkhand_India,2022-08-04,30.1,88,11.6,12.4,0
Jharkhand_India,2022-08-05,31.8,83,7.3,0.6,0
Jharkhand_India,2022-08-06,31.5,84,11.6,5.7,0
Jharkhand_India,2022-08-07,30.4,86,22.0,2.6,0
Jharkhand_India,2022-08-08,30.6,87,25.6,8.1,1
Jharkhand_India,2022-08-09,27.7,91,30.3,12.2,0
Jharkhand_India,2022-08-10,28.4,90,24.4,14.5,0
Jharkhand_India,2022-08-11,27.5,92,10.5,28.0,0
Jharkhand_India,2022-08-12,28.8,90,5.4,10.5,0
Jharkhand_India,2022-08-13,30.1,88,13.0,15.6,0
Jharkhand_India,2022-08-14,28.7,90,31.1,21.2,0
Jharkhand_India,2022-08-15,28.9,84,30.8,4.7,0
Jharkhand_India,2022-08-16,31.7,75,15.0,0.0,0
Jharkhand_India,2022-08-17,32.0,75,17.4,1.1,0
Jharkhand_India,2022-08-18,31.5,79,17.2,1.7,0
Jharkhand_India,2022-08-19,28.8,90,15.8,27.9,0
Jharkhand_India,2022-08-20,24.8,94,37.1,72.2,0
Jharkhand_India,2022-08-21,29.3,87,19.5,12.8,0
Jharkhand_India,2022-08-22,31.5,81,15.0,1.5,0
Jharkhand_India,2022-08-23,31.5,84,8.6,8.2,0
Jharkhand_India,2022-08-24,30.4,90,12.0,6.3,0
Jharkhand_India,2022-08-25,30.5,85,5.4,4.6,0
Jharkhand_India,2022-08-26,32.2,80,10.8,0.4,0
Jharkhand_India,2022-08-27,32.3,83,14.3,2.8,0
Jharkhand_India,2022-08-28,28.9,89,10.1,20.9,0
Jharkhand_India,2022-08-29,30.3,89,7.1,21.2,0
Jharkhand_India,2022-08-30,32.6,81,9.1,2.2,0
Jharkhand_India,2022-08-31,31.6,86,12.8,21.9,0
Jharkhand_India,2022-09-01,30.9,86,10.4,11.2,0
Jharkhand_India,2022-09-02,31.8,86,14.7,15.2,0
Jharkhand_India,2022-09-03,30.4,83,15.8,3.8,0
Jharkhand_India,2022-09-04,31.8,83,12.8,6.0,0
Jharkhand_India,2022-09-05,31.1,86,11.8,12.2,0
Jharkhand_India,2022-09-06,30.8,87,10.8,3.8,0
Jharkhand_India,2022-09-07,30.4,87,10.5,2.7,0
Jharkhand_India,2022-09-08,31.2,87,14.8,2.6,0
Jharkhand_India,2022-09-09,31.5,84,15.6,0.6,0
Jharkhand_India,2022-09-10,30.5,88,22.7,4.7,0
Jharkhand_India,2022-09-11,27.4,92,25.3,9.3,0
Jharkhand_India,2022-09-12,27.8,92,17.7,19.7,0
Jharkhand_India,2022-09-13,29.3,88,12.4,26.6,0
Jharkhand_India,2022-09-14,29.1,86,13.1,7.9,0
Jharkhand_India,2022-09-15,29.7,85,13.3,8.9,0
Jharkhand_India,2022-09-16,29.8,82,14.3,12.2,0
Jharkhand_India,2022-09-17,30.8,85,11.1,7.4,0
Jharkhand_India,2022-09-18,29.9,86,12.3,3.1,0
Jharkhand_India,2022-09-19,29.6,89,18.4,13.5,0
Jharkhand_India,2022-09-20,26.7,93,17.0,25.4,0
Jharkhand_India,2022-09-21,29.0,88,15.0,1.9,0
Jharkhand_India,2022-09-22,30.4,85,12.5,2.1,0
Jharkhand_India,2022-09-23,30.1,85,10.8,1.6,0
Jharkhand_India,2022-09-24,29.8,86,11.0,4.6,0
Jharkhand_India,2022-09-25,29.4,87,5.3,3.6,0
Jharkhand_India,2022-09-26,29.5,88,10.7,6.4,0
Jharkhand_India,2022-09-27,30.4,87,9.5,1.6,0
Jharkhand_India,2022-09-28,31.1,88,8.3,8.6,0
Jharkhand_India,2022-09-29,29.5,90,12.5,9.8,0
Jharkhand_India,2022-09-30,30.4,88,11.0,9.3,0
Jharkhand_India,2022-10-01,30.9,83,13.1,0.2,0
Jharkhand_India,2022-10-02,31.3,86,9.4,10.5,0
Jharkhand_India,2022-10-03,29.2,88,14.8,13.2,0
Jharkhand_India,2022-10-04,27.1,91,17.3,5.4,0
Jharkhand_India,2022-10-05,29.8,85,18.4,1.6,0
Jharkhand_India,2022-10-06,29.9,85,18.1,1.9,0
Jharkhand_India,2022-10-07,30.1,83,11.9,0.8,0
Jharkhand_India,2022-10-08,31.0,80,7.2,2.3,0
Jharkhand_India,2022-10-09,31.4,80,8.0,1.7,0
Jharkhand_India,2022-10-10,31.1,81,9.7,1.0,0
Jharkhand_India,2022-10-11,30.5,85,14.0,17.1,0
Jharkhand_India,2022-10-12,27.5,87,13.0,7.9,0
Jharkhand_India,2022-10-13,28.3,85,8.6,3.6,0
Jharkhand_India,2022-10-14,29.3,83,8.4,0.7,0
Jharkhand_India,2022-10-15,29.4,84,7.6,2.7,0
Jharkhand_India,2022-10-16,29.4,81,6.8,0.2,0
Jharkhand_India,2022-10-17,29.4,85,12.8,1.4,0
Jharkhand_India,2022-10-18,27.4,87,9.5,3.1,0
Jharkhand_India,2022-10-19,28.8,75,9.0,0.7,0
Jharkhand_India,2022-10-20,29.2,70,11.3,0.0,0
Jharkhand_India,2022-10-21,28.8,71,9.3,0.0,0
Jharkhand_India,2022-10-22,29.1,68,11.2,0.0,0
Jharkhand_India,2022-10-23,30.1,64,13.7,0.0,0
Jharkhand_India,2022-10-24,28.3,68,16.4,0.7,0
Jharkhand_India,2022-10-25,29.1,66,15.5,0.0,0
Jharkhand_India,2022-10-26,28.8,64,8.6,0.0,0
Jharkhand_India,2022-10-27,28.2,62,9.7,0.0,0
Jharkhand_India,2022-10-28,27.9,58,9.7,0.0,0
Jharkhand_India,2022-10-29,27.7,63,7.3,0.0,0
Jharkhand_India,2022-10-30,27.3,66,8.7,0.0,0
Jharkhand_India,2022-10-31,28.0,67,6.6,0.0,0
Jharkhand_India,2022-11-01,28.3,66,8.7,0.0,0
Jharkhand_India,2022-11-02,27.5,63,10.6,0.0,0
Jharkhand_India,2022-11-03,28.4,59,10.2,0.0,0
Jharkhand_India,2022-11-04,29.4,59,10.2,0.0,0
Jharkhand_India,2022-11-05,28.5,60,7.8,0.0,0
Jharkhand_India,2022-11-06,27.9,66,6.5,0.0,0
Jharkhand_India,2022-11-07,27.9,65,6.2,0.0,0
Jharkhand_India,2022-11-08,27.6,65,7.1,0.0,0
Jharkhand_India,2022-11-09,27.4,65,8.5,0.0,0
Jharkhand_India,2022-11-10,28.1,61,7.9,0.0,0
Jharkhand_India,2022-11-11,27.8,68,9.1,0.0,0
Jharkhand_India,2022-11-12,27.3,62,13.1,0.0,0
Jharkhand_India,2022-11-13,26.3,57,11.7,0.0,0
Jharkhand_India,2022-11-14,26.5,58,11.0,0.0,0
Jharkhand_India,2022-11-15,26.7,63,11.6,0.0,0
Jharkhand_India,2022-11-16,27.7,62,11.7,0.0,0
Jharkhand_India,2022-11-17,27.5,58,10.5,0.0,0
Jharkhand_India,2022-11-18,25.3,59,9.3,0.0,0
Jharkhand_India,2022-11-19,25.4,60,9.2,0.0,0
Jharkhand_India,2022-11-20,25.5,59,9.7,0.0,0
Jharkhand_India,2022-11-21,26.7,60,10.0,0.0,0
Jharkhand_India,2022-11-22,26.6,62,10.0,0.0,0
Jharkhand_India,2022-11-23,26.0,61,10.7,0.0,0
Jharkhand_India,2022-11-24,25.2,62,9.7,0.0,0
Jharkhand_India,2022-11-25,25.8,59,9.3,0.0,0
Jharkhand_India,2022-11-26,25.4,60,10.1,0.0,0
Jharkhand_India,2022-11-27,25.2,63,6.8,0.0,0
Jharkhand_India,2022-11-28,25.6,64,8.7,0.0,0
Jharkhand_India,2022-11-29,25.9,69,7.6,0.0,0
Jharkhand_India,2022-11-30,26.4,71,7.9,0.0,0
Jharkhand_India,2022-12-01,26.0,70,8.0,0.0,0
Jharkhand_India,2022-12-02,25.8,68,7.1,0.0,0
Jharkhand_India,2022-12-03,25.8,71,8.7,0.0,0
Jharkhand_India,2022-12-04,25.2,70,12.7,0.0,0
Jharkhand_India,2022-12-05,25.0,70,10.2,0.0,0
Jharkhand_India,2022-12-06,24.6,70,14.0,0.0,0
Jharkhand_India,2022-12-07,23.7,67,13.0,0.0,0
Jharkhand_India,2022-12-08,24.0,65,10.1,0.0,0
Jharkhand_India,2022-12-09,24.5,66,7.3,0.0,0
Jharkhand_India,2022-12-10,25.2,67,7.9,0.0,0
Jharkhand_India,2022-12-11,27.8,62,9.7,0.0,0
Jharkhand_India,2022-12-12,27.4,50,9.4,0.0,0
Jharkhand_India,2022-12-13,28.0,48,15.1,0.0,0
Jharkhand_India,2022-12-14,26.2,48,15.4,0.0,0
Jharkhand_India,2022-12-15,24.7,51,17.4,0.0,0
Jharkhand_India,2022-12-16,23.8,56,16.6,0.0,0
Jharkhand_India,2022-12-17,23.3,62,12.7,0.0,0
Jharkhand_India,2022-12-18,24.0,66,10.0,0.0,0
Jharkhand_India,2022-12-19,23.9,64,9.7,0.0,0
Jharkhand_India,2022-12-20,24.4,64,9.9,0.0,0
Jharkhand_India,2022-12-21,24.1,65,10.1,0.0,0
Jharkhand_India,2022-12-22,24.9,56,12.5,0.0,0
Jharkhand_India,2022-12-23,25.8,53,8.0,0.0,0
Jharkhand_India,2022-12-24,28.4,61,10.2,0.0,0
Jharkhand_India,2022-12-25,26.2,63,8.7,0.0,0
Jharkhand_India,2022-12-26,25.3,73,12.3,0.3,0
Jharkhand_India,2022-12-27,25.8,74,20.3,0.0,0
Jharkhand_India,2022-12-28,23.1,59,13.4,0.0,0
Jharkhand_India,2022-12-29,22.4,52,15.3,0.0,0
Jharkhand_India,2022-12-30,23.6,60,14.9,0.0,0
Jharkhand_India,2022-12-31,25.2,57,11.6,0.0,0
Jharkhand_India,2023-01-01,23.4,69,10.0,0.0,0
Jharkhand_India,2023-01-02,22.4,76,9.8,0.0,0
Jharkhand_India,2023-01-03,23.4,77,11.5,0.0,0
Jharkhand_India,2023-01-04,22.1,83,9.8,0.0,0
Jharkhand_India,2023-01-05,21.9,77,11.7,0.0,0
Jharkhand_India,2023-01-06,20.7,72,13.4,0.0,0
Jharkhand_India,2023-01-07,22.3,64,14.2,0.0,0
Jharkhand_India,2023-01-08,23.4,57,13.4,0.0,0
Jharkhand_India,2023-01-09,24.3,59,9.4,0.0,0
Jharkhand_India,2023-01-10,23.8,60,13.2,0.0,0
Jharkhand_India,2023-01-11,24.3,68,12.7,0.0,0
Jharkhand_India,2023-01-12,25.3,65,9.4,0.0,0
Jharkhand_India,2023-01-13,26.0,60,12.1,0.0,0
Jharkhand_India,2023-01-14,26.0,61,15.8,0.0,0
Jharkhand_India,2023-01-15,22.4,73,15.8,0.0,0
Jharkhand_India,2023-01-16,22.6,66,12.5,0.0,0
Jharkhand_India,2023-01-17,22.4,70,7.0,0.0,0
Jharkhand_India,2023-01-18,23.1,69,10.5,0.0,0
Jharkhand_India,2023-01-19,22.8,70,11.7,0.0,0
Jharkhand_India,2023-01-20,25.6,73,10.5,0.0,0
Jharkhand_India,2023-01-21,27.0,68,13.1,0.0,0
Jharkhand_India,2023-01-22,27.7,68,10.7,0.0,0
Jharkhand_India,2023-01-23,27.8,65,9.7,0.0,0
Jharkhand_India,2023-01-24,28.4,62,9.9,0.0,0
Jharkhand_India,2023-01-25,29.3,52,10.6,0.0,0
Jharkhand_India,2023-01-26,28.6,61,10.9,0.0,0
Jharkhand_India,2023-01-27,27.0,75,15.5,0.0,0
Jharkhand_India,2023-01-28,25.5,71,15.8,0.0,0
Jharkhand_India,2023-01-29,27.3,54,9.4,0.0,0
Jharkhand_India,2023-01-30,28.8,50,10.5,0.0,0
Jharkhand_India,2023-01-31,26.5,58,15.4,0.0,0
Jharkhand_India,2023-02-01,25.3,58,18.5,0.0,0
Jharkhand_India,2023-02-02,24.4,52,14.6,0.0,0
Jharkhand_India,2023-02-03,25.6,56,16.4,0.0,0
Jharkhand_India,2023-02-04,25.8,46,18.0,0.0,0
Jharkhand_India,2023-02-05,27.1,45,18.5,0.0,0
Jharkhand_India,2023-02-06,27.4,42,19.5,0.0,0
Jharkhand_India,2023-02-07,28.5,41,17.6,0.0,0
Jharkhand_India,2023-02-08,26.8,46,18.7,0.0,0
Jharkhand_India,2023-02-09,27.5,44,14.3,0.0,0
Jharkhand_India,2023-02-10,29.5,42,15.4,0.0,0
Jharkhand_India,2023-02-11,31.6,36,21.1,0.0,1
Jharkhand_India,2023-02-12,27.4,37,25.3,0.0,0
Jharkhand_India,2023-02-13,25.5,32,23.9,0.0,1
Jharkhand_India,2023-02-14,24.9,40,18.9,0.0,0
Jharkhand_India,2023-02-15,25.9,45,17.6,0.0,0
Jharkhand_India,2023-02-16,25.9,49,8.4,0.0,0
Jharkhand_India,2023-02-17,27.2,48,10.4,0.0,0
Jharkhand_India,2023-02-18,28.4,48,8.7,0.0,0
Jharkhand_India,2023-02-19,29.9,49,10.1,0.0,0
Jharkhand_India,2023-02-20,30.1,49,13.3,0.0,0
Jharkhand_India,2023-02-21,31.8,44,10.7,0.0,0
Jharkhand_India,2023-02-22,32.6,37,18.9,0.0,1
Jharkhand_India,2023-02-23,31.6,40,15.1,0.0,0
Jharkhand_India,2023-02-24,30.8,40,17.3,0.0,0
Jharkhand_India,2023-02-25,30.1,31,11.0,0.0,0
Jharkhand_India,2023-02-26,30.5,31,12.2,0.0,1
Jharkhand_India,2023-02-27,31.1,35,20.9,0.0,1
Jharkhand_India,2023-02-28,31.9,40,17.8,0.0,0
Jharkhand_India,2023-03-01,32.4,39,17.8,0.0,0
Jharkhand_India,2023-03-02,32.2,40,16.6,0.0,0
Jharkhand_India,2023-03-03,32.3,34,18.9,0.0,0
Jharkhand_India,2023-03-04,32.3,35,20.6,0.0,1
Jharkhand_India,2023-03-05,32.5,39,21.2,0.0,1
Jharkhand_India,2023-03-06,31.9,37,18.3,0.0,1
Jharkhand_India,2023-03-07,31.9,39,11.6,0.0,1
Jharkhand_India,2023-03-08,29.5,51,12.2,0.1,0
Jharkhand_India,2023-03-09,31.4,53,11.8,0.1,0
Jharkhand_India,2023-03-10,29.7,59,19.8,1.6,0
Jharkhand_India,2023-03-11,31.6,50,17.0,0.0,0
Jharkhand_India,2023-03-12,31.7,46,11.6,0.0,0
